Entity,Count,Avg Sentiment
experience,78,0.5705128164054492
executive room,8,0.27499999664723873
executive rooms,3,-0.033333333830038704
room,285,0.2807017522161467
booking,12,0.08333333333333333
level,25,0.08800000011920929
service,229,0.64279475909003
choice,15,0.2733333334326744
hotel,366,0.3775956291155737
raymond,316,0.6265822786460572
staff,240,0.6091666636367639
hospitality,49,0.6306122412182846
food menu,1,0.8999999761581421
check out,1,0.699999988079071
ala carte,1,0.8999999761581421
anyone,7,0.2857142857142857
quality,11,0.7090909074653279
f&b,1,0.8999999761581421
singapore,53,0.4603773647884153
arrival,15,0.25333333214124043
check-in,18,0.1722222235467699
raymond & siti,3,0.7333333293596903
anybody,2,0.5
f1 season,1,0.4000000059604645
new york city,1,0.10000000149011612
countries,1,0.0
kindness,5,0.6200000047683716
siti,29,0.5758620708666998
amara,145,0.5317241381468444
club floor,1,0.699999988079071
deck,1,0.699999988079071
elements,6,0.43333333854873973
attention,18,0.4888888912068473
restaurants,40,0.44000000040978193
tras,4,0.6499999910593033
vin,1,0.800000011920929
sights,1,0.800000011920929
drinks,7,0.5142857198204313
location,109,0.6862385292802382
jessy,4,0.6499999947845936
concierge,24,0.4708333319673936
help,23,0.5565217461275018
thanks,73,0.7780821874533614
mails,1,0.20000000298023224
checkout,18,0.2944444509016143
especial,1,0.800000011920929
bathtub,13,0.2692307698038908
roon,1,0.6000000238418579
checking,3,0.3333333457509677
touch,4,0.4000000059604645
engineering staff,1,0.800000011920929
housekeepers,1,0.800000011920929
stay,236,0.5813559307637861
mention,13,0.6384615347935603
reception staff,8,0.5500000044703484
details,12,0.5166666743656
concierge raymond,2,0.75
amara hotel,42,0.4833333306014538
onah,1,0.6000000238418579
goodies,1,0.20000000298023224
refurbishment,6,-2.483526865641276e-09
shout,3,0.6666666666666666
hugs,1,0.0
children,3,0.09999999403953552
cleaner,1,0.6000000238418579
place,40,0.5149999998509884
breakfast,67,0.3641791046777768
floor,21,0.2000000019158636
buffet spread,2,0.4000000059604645
coziest,1,0.6000000238418579
reception,42,0.340476191646996
resort,1,0.8999999761581421
services,21,0.6523809482653936
one,33,0.24848484722050754
sheets,2,-0.04999999701976776
amenities.,1,0.30000001192092896
needs.,1,0.20000000298023224
care,40,0.5400000039488078
memories,1,0.8999999761581421
person,22,0.6045454550873149
check,30,0.4633333337803682
experience.,1,0.699999988079071
home,20,0.5050000015646219
chan,1,0.699999988079071
oonah,12,0.6999999911834797
team,72,0.7236111055438718
rooms,111,0.3342342290121156
faces,5,0.3599999979138374
work trip,1,0.8999999761581421
mustaffa,1,0.8999999761581421
hotel workers,1,0.800000011920929
worries,3,0.7333333293596903
airport pickup,1,0.699999988079071
lifetime,1,-0.800000011920929
kettle,3,-0.23333332935969034
room service guy,1,-0.800000011920929
room service,17,0.1588235230130308
job,9,0.633333318763309
waste,1,-0.699999988079071
money,8,0.10000000149011612
office,4,0.6249999925494194
spread,6,0.566666675110658
room sizes,1,0.5
reviews,7,0.3714285748345511
adapter,1,0.0
pros,4,0.14999999478459358
air conditioning,4,-0.40000000409781933
lots,16,0.5437500062398612
eateries,15,0.3266666705409686
transport,5,0.27999999523162844
supermarket,10,0.22000000327825547
cleaning smell,1,-0.699999988079071
smell,4,-0.3999999910593033
hotels,12,0.2166666742414236
couple,7,0.09999999829701015
outlets,1,-0.10000000149011612
pillow,3,0.13333333283662796
half,3,-0.06666667262713115
chinatown,12,0.43333333792785805
smoke smell,1,-0.6000000238418579
lift button,1,-0.10000000149011612
worst,2,-0.5
all,23,0.5521739157645599
cons,2,-0.30000001192092896
desk,31,0.35806451978222015
investigation,1,0.0
lifts,1,0.0
bits,1,-0.20000000298023224
use,5,0.2800000041723251
tape,1,0.0
vehicle number,1,0.4000000059604645
requests,37,0.5135135165340191
plugs,2,-0.14999999105930328
furniture,8,-0.23750000167638063
usb,1,-0.699999988079071
air con,2,-0.3499999940395355
drains,2,-0.44999999552965164
pool,39,0.5871794816011038
explanation,3,-0.40000000844399136
expectations,7,0.5
peoples,1,0.20000000298023224
customer service,31,0.6806451562912234
soulless,1,0.20000000298023224
business trip,5,-0.019999997317790986
welcome,8,0.5874999947845936
everthing,1,0.699999988079071
darryl,1,0.5
meeting facilities,1,0.5
contact,6,0.5333333437641462
bag storage,1,-0.10000000149011612
issues,17,0.2705882349435021
confusion,1,-0.20000000298023224
nice,2,0.2499999925494194
return,3,0.36666666467984516
guests,27,0.25555555715605066
facelift,2,0.10000000521540642
flight,13,0.23076923191547394
pool area,6,0.7166666612029076
drilling,1,-0.10000000149011612
idea,2,0.10000000521540642
building sites,1,-0.10000000149011612
fault,1,0.0
speakers,1,0.0
building noise,1,0.10000000149011612
europe,1,0.20000000298023224
hand,4,0.3000000026077032
go,1,0.0
solution,4,0.375
earplugs,1,0.0
airpods,1,0.10000000149011612
space,6,0.5166666656732559
bathrooms,6,0.36666666467984516
beds,5,0.34000000208616254
centre,4,0.525000000372529
tourist attractions,1,0.6000000238418579
lines,1,0.699999988079071
stations,4,0.4750000089406967
markets,2,0.25
side,7,-0.057142850543771474
amenities,22,0.6136363636363636
mrt,15,0.5333333397905032
7-elevens,1,0.0
walk,10,0.2600000038743019
mall,22,0.2818181866949255
star standard hotel,1,0.0
star maximum,1,0.0
bath,4,0.07499999739229679
premier room,1,0.30000001192092896
deluxe,1,0.4000000059604645
hallway,2,-0.20000000298023224
question,2,0.30000000074505806
leslie,2,0.800000011920929
suite,5,0.4800000056624413
bathroom,17,0.22352941202766755
hall,1,-0.10000000149011612
marks,2,-0.30000001192092896
splatters,1,-0.4000000059604645
photo,5,-0.11999999284744263
dirt,2,-0.3499999940395355
carpets,1,-0.800000011920929
perimeter,1,-0.699999988079071
dust,5,-0.20000000596046447
wallpaper,1,-0.6000000238418579
everywhere,6,0.38333333532015484
rajeev,3,0.8333333333333334
banquet,7,0.6000000004257474
matters,5,0.3600000023841858
food,110,0.5790909061377699
lunch banquet,1,0.800000011920929
company,4,0.375
balloon sword,1,0.10000000149011612
offer,1,0.4000000059604645
elements restaurant,1,0.30000001192092896
son,11,0.2818181853402745
colleague,2,0.44999999552965164
service staff,4,0.42500000074505806
entrance,4,0.3750000074505806
transportation,1,0.6000000238418579
tanjong pagar,16,0.4999999990686774
maxwell,4,0.5000000149011612
opportunity,4,0.3750000037252903
necessities,1,0.0
score,1,0.0
mould,5,-0.23999999612569808
hallways,4,-0.44999999180436134
showers,2,-0.05000000074505806
management,5,-0.10000001192092896
manner,3,0.06666667262713115
area,14,0.45714285916515757
bedroom,3,0.06666666766007741
amara singapore,47,0.42340425608005927
trip,19,0.4789473720287022
assistance,7,0.699999988079071
travel requirements,1,0.4000000059604645
tourist recommendations,1,0.6000000238418579
efforts,5,0.49999999403953554
way,27,0.41851852227140357
everything,35,0.525714285671711
room arrangement,1,0.800000011920929
meeting setting,1,0.800000011920929
hotel location,3,0.7333333293596903
banquet team,2,0.800000011920929
group meeting,1,0.800000011920929
meeting,4,0.4000000059604645
group,3,0.36666667461395264
weather,3,0.5000000124176344
hotel staff,25,0.5560000026226044
breakfast food,1,0.800000011920929
needs,36,0.49444444808695054
kind,11,0.6818181852048094
sg,6,0.5166666669150194
experiences,4,0.7249999940395355
flight delay,1,0.6000000238418579
meals,5,0.44000000059604644
people,24,0.38333333438883227
opportunities,1,0.800000011920929
times,14,0.35714286299688475
places,21,0.45714286289044787
tourists,2,0.7999999821186066
lady,7,0.07142857994352068
sightseeing stuff,1,0.30000001192092896
vacation,4,0.07500000298023224
visit,18,0.5944444412986437
radius,2,0.3500000089406967
employees,3,0.433333324889342
story,3,0.23333332935969034
hosts,2,0.8499999940395355
sunny,3,0.7666666706403097
others,9,0.5333333354857233
nature,2,0.800000011920929
accomodation,1,0.8999999761581421
insghts,1,0.8999999761581421
family visits,1,0.30000001192092896
friend,7,0.3571428582072258
durian,1,0.10000000149011612
massage,1,0.5
tips,6,0.5333333313465118
road,3,0.23333333432674408
game,1,0.10000000149011612
family accommodation,1,0.6000000238418579
views,2,0.7999999821186066
awesome,1,0.6000000238418579
appearance,2,0.15000000223517418
devices,1,-0.10000000149011612
interior,1,-0.20000000298023224
television,1,-0.20000000298023224
bathroom fitting,1,-0.5
china town,6,0.4500000017384688
part,7,0.42857142963579725
hassle,2,0.30000001192092896
gravy,1,0.20000000298023224
biryani,1,0.20000000298023224
queries,6,0.566666675110658
concerns,3,0.30000001192092896
case,5,0.04000000059604645
shop,1,0.4000000059604645
joshua,5,0.5600000023841858
indian,3,0.0
grab,1,0.10000000149011612
kailash parbat,1,0.0
indians,1,0.0
pubs,2,0.45000001788139343
fairprice,2,0.20000000298023224
cafes,4,0.625
bakery,2,0.45000001788139343
sonaa grill,1,0.0
japanese,10,0.0
advantages,1,0.800000011920929
star,4,0.550000011920929
hawkers,1,0.800000011920929
faculties,1,0.800000011920929
locations,2,0.6500000059604645
club level,3,0.0
access,12,0.5999999983857075
laundry,3,-0.16666666915019354
shoutout,5,0.4999999970197678
matter,4,0.375
issue,19,0.06315789332515315
helpfulness,1,0.8999999761581421
records,1,0.0
check inn,1,0.800000011920929
oonahand yamon,1,0.8999999761581421
concierge n luggage assistance,1,0.8999999761581421
premier rooms,1,0.800000011920929
personality,3,0.8666666547457377
time,15,0.2066666692495346
friends,26,0.47692308116417664
family,50,0.442000003606081
facilities,18,0.5666666639347872
most,5,0.3999999985098839
managers,1,0.30000001192092896
gold,1,0.699999988079071
bunch,1,0.6000000238418579
guys,5,0.7799999952316284
housekeeping,13,0.5076922986369866
city,9,0.5555555638339784
heritage,3,0.46666668355464935
simplicity,1,0.6000000238418579
gem,5,0.6
food outlets,2,0.75
big,3,0.700000007947286
apartment,6,0.6666666530072689
training,2,0.0
trainer,2,0.0
trainings,1,0.4000000059604645
mobility challenges,1,0.6000000238418579
charge,2,0.6500000059604645
arizona,1,0.0
walking distance,13,0.4307692348957062
activities,1,0.699999988079071
hotel rooms,3,0.0
architecture,1,0.699999988079071
cbd,9,0.5666666626930237
buildings,3,0.3333333308498065
refurbishment exercise,1,0.0
age,2,0.5999999940395355
laupasat,1,0.699999988079071
gentlemen,2,0.5999999940395355
much,2,0.05000000074505806
bernard goh,1,0.6000000238418579
richard,1,0.5
service levels,1,0.4000000059604645
amara sg,2,0.45000001788139343
daughter,7,0.2142857164144516
guest relation,1,0.6000000238418579
families,3,0.699999988079071
bag,2,0.30000001192092896
break,1,0.5
bintan,1,0.6000000238418579
shopping mall,9,0.5000000082784228
kids,24,0.3750000027939677
post office,1,0.699999988079071
cards,1,-0.5
drawback,1,-0.5
key,1,-0.699999988079071
bags,4,-0.3000000026077032
pillows,3,0.5666666626930237
tourism center,1,0.30000001192092896
muz,1,0.699999988079071
lobby,22,0.3363636369732293
shower,12,-0.008333335320154825
train station,2,0.550000011920929
alot,7,0.21428571109260833
amara hotel singapore,7,0.5142857144985881
hotel stay stay,1,0.800000011920929
heart,10,0.5200000010430813
desk staff,7,0.6571428573557309
property,13,0.5461538439759841
bus stop,2,0.0
metro station,3,0.0
terms,4,0.29999999701976776
plus,1,0.6000000238418579
mr,2,0.7000000178813934
manager,5,0.34000000506639483
tanjing,1,0.0
great human being,1,0.699999988079071
guest,20,0.29500000514090063
sunny sra,1,0.699999988079071
top genaral,1,0.699999988079071
names,4,0.42500001192092896
the club suite,1,-0.10000000149011612
things,14,0.257142858845847
staffs,25,0.5199999991059303
parking exit issue,1,0.6000000238418579
patience,4,0.4000000059604645
questions,7,0.2857142857142857
process,9,0.5222222275204129
queue,11,-0.12727272645993667
systems,1,0.20000000298023224
service professional,1,0.5
wedding dinner,2,-0.10000000149011612
suitcases,2,0.5499999970197678
boxes,2,0.25
mangoes,1,0.4000000059604645
recommendations,8,0.3875000076368451
packet,1,0.10000000149011612
customers,11,0.30000000311569736
restaurant,18,0.36666666509376633
middle,3,0.46666667113701504
everyting,1,0.5
taxi,3,0.7333333293596903
augustine,1,0.699999988079071
front desk,11,0.4090909111228856
lock,2,0.15000000223517418
robot,2,0.15000000596046448
renovation,5,0.040000003576278684
fashion decoration,1,0.800000011920929
kinds,1,0.800000011920929
airport,6,0.20000000298023224
stopover,1,0.8999999761581421
problem,11,0.045454546131870964
delights,2,0.6000000089406967
asian,4,0.0
firm mattress,1,0.800000011920929
cuisine,7,0.48571429188762394
upgrade,11,0.13636363975026392
oorna,1,0.699999988079071
lot,27,0.44074074344502556
luggages,3,0.3333333457509677
great support,1,0.10000000149011612
center,2,0.05000000074505806
complex,1,0.10000000149011612
feet,1,0.20000000298023224
life hacks,1,0.20000000298023224
rest,13,0.5769230774961985
buffet breakfast,4,0.7999999970197678
desk team,1,0.8999999761581421
gym,22,0.4818181751126593
power points,1,0.0
prefect,1,0.0
mile,19,0.5894736812302941
nights,14,0.12142857323799815
gymnasium,1,0.8999999761581421
buffet,5,0.5000000074505806
menu,7,0.1000000068119594
presentation,2,0.15000000596046448
fruit files,1,0.0
pest,1,0.0
value,7,0.4428571451987539
rabbit decoration,1,0.0
pastries,3,-0.23333333929379782
unhygienic,1,-0.4000000059604645
look,1,-0.5
buffet table,1,0.0
thankyou,2,0.8499999940395355
recollections,1,0.8999999761581421
credit,4,0.4000000096857548
bedrooms,2,0.20000000298023224
bathrooms suite,1,0.10000000149011612
size,6,0.6333333216607571
living room,3,0.0
food court,1,0.30000001192092896
street,5,0.0800000011920929
bus stops,2,0.45000001788139343
hawker center,1,0.20000000298023224
cart menu,1,0.0
hotel restaurant element,2,0.10000000149011612
chef zhen,1,0.699999988079071
recommendation,1,0.800000011920929
service level,1,0.699999988079071
price,16,0.4749999982304871
ice,4,0.2749999985098839
glasses,3,0.29999999205271405
slippers,1,0.8999999761581421
sight,1,0.8999999761581421
hotel pool,1,0.8999999761581421
station,10,0.4100000075995922
soaps,1,0.8999999761581421
dressing gown,1,0.8999999761581421
shampoo,1,0.8999999761581421
plenty,8,0.6249999944120646
points,3,0.4999999801317851
bed,21,0.24285713938020526
shopping centre,4,0.5
juices,1,0.30000001192092896
buffet style,1,0.30000001192092896
fridge,3,0.03333332141240438
wine,5,0.319999997317791
beer,4,0.32499999552965164
water,21,0.07142857036420278
variety,14,0.485714287097965
type food,1,0.30000001192092896
tea coffee,1,0.30000001192092896
english,1,0.0
gratitude,4,0.6499999985098839
masterpiece,1,0.6000000238418579
dinner experience,1,0.699999988079071
establishment,1,0.699999988079071
compliments,4,0.6749999970197678
appreciation,8,0.5125000141561031
waitress,1,0.8999999761581421
flavor,1,0.699999988079071
detail,3,0.6666666666666666
chef,1,0.8999999761581421
dish,2,0.699999988079071
creativity,1,0.8999999761581421
skill,2,0.5999999940395355
dinner,16,0.24375000083819032
awe,1,0.8999999761581421
talent,1,0.8999999761581421
ingredients,1,0.800000011920929
bite,1,0.699999988079071
chef chen,1,0.8999999761581421
renovation work,1,0.0
premier,1,0.20000000298023224
order,6,-0.049999998261531196
doctor,1,0.10000000149011612
nathan,1,0.800000011920929
luggage,7,-0.042857153075081963
parking arrangements,1,0.699999988079071
raymond & joshua,1,0.800000011920929
dedication,2,0.75
hong yue,1,0.800000011920929
staff member,5,0.7399999916553497
partner,7,0.27142857547317234
mine,3,0.13333333532015482
birthday,14,0.32857143027441843
point,6,0.45000000049670535
town,5,0.6000000029802323
chance,2,0.19999999925494194
localities,1,0.0
club room,15,-0.04000000009934108
oanah,1,0.6000000238418579
shopping areas,1,0.10000000149011612
suggestion,1,0.0
dishes,5,0.4800000101327896
mrts,1,0.20000000298023224
client conference,1,0.5
conference,3,0.40000000099341076
banquet manager,2,0.8499999940395355
colleagues,7,0.271428576537541
conferences,1,0.699999988079071
raymond (concierge team,1,0.8999999761581421
roland,1,0.8999999761581421
lorena,1,0.8999999761581421
forum global,1,0.8999999761581421
hawker centres,1,0.5
shopping,5,0.4800000011920929
bars,6,0.5000000111758709
hustle,1,0.699999988079071
city centre,1,0.800000011920929
convenience,4,0.3249999973922968
doorman,2,0.10000000894069672
bustle,1,0.699999988079071
bar,12,0.5333333387970924
pics,1,-0.30000001192092896
cab,1,0.6000000238418579
hotel room,6,0.34999999528129894
wall socket,1,0.0
usb charger,1,0.0
item,8,0.16249999776482582
jeffrey goh,11,0.6090909093618393
event,20,0.40999999828636646
gap,1,0.0
same,2,0.0
cleanliness,6,0.3166666676600774
check-in process,2,0.699999988079071
floors,3,0.13333333532015482
view,15,0.3666666641831398
business district,2,0.15000000596046448
option,5,0.22000000178813933
business meetings,2,0.15000000596046448
robots,1,0.800000011920929
support,13,0.4692307733572446
staycation,43,0.40232558063296386
girl,4,0.30000000447034836
baby girl,1,0.5
dessert,3,-0.03333332637945811
hairband ballon,1,0.5
lift,1,0.5
eye,1,0.4000000059604645
face,2,0.6000000089406967
customer service skill,1,0.5
work,16,0.756249996367842
warmth,4,0.7000000029802322
raymond woo,1,0.699999988079071
honor,1,0.6000000238418579
thank,1,0.699999988079071
availability,6,-0.19999999552965164
professionalism,8,0.6875000037252903
advice,8,0.6125000044703484
gold medal,1,0.699999988079071
clubs,1,0.10000000149011612
type,2,0.15000000223517418
thumbs,3,0.700000007947286
cs,1,0.800000011920929
miscomm n,1,0.0
tea break,1,0.0
assurance,1,0.800000011920929
success,3,0.700000007947286
notice,2,0.30000001192092896
demeanour,1,0.800000011920929
mme judy tan,1,0.699999988079071
head,1,0.800000011920929
discussions,1,0.699999988079071
layer,1,0.0
headboard,1,-0.10000000149011612
fixtures,2,0.2500000111758709
sink,2,-0.45000001788139343
tub,3,-0.06666666269302368
teeth,1,-0.10000000149011612
toilets,3,-0.03333333134651184
goggles,2,0.45000000298023224
group chat,1,0.4000000059604645
smile,10,0.5300000131130218
brandon,1,0.800000011920929
ona,1,0.6000000238418579
birthday cake,6,0.3666666733721892
bravo,1,0.699999988079071
supervisor,1,0.6000000238418579
business,5,0.3400000065565109
food store,1,0.800000011920929
comfort,6,0.5333333412806193
pennies,1,0.800000011920929
foods,11,0.5363636396147988
highlights,2,0.4000000134110451
island,1,0.699999988079071
man,1,0.6000000238418579
result,1,0.6000000238418579
tv xd,1,-0.20000000298023224
skills,2,0.19999998807907104
font desk,1,0.800000011920929
research,1,0.0
apple juice,1,0.6000000238418579
maintenance needs,1,0.800000011920929
situation,8,0.32500000204890966
dollar,1,0.20000000298023224
singapore general hospital,1,0.0
satay,1,0.800000011920929
chicken,2,0.6000000089406967
bernard,1,0.6000000238418579
keith,1,0.6000000238418579
elevators,1,0.0
rice,5,0.040000006556510925
lap pool,1,0.800000011920929
breakfast buffet,8,0.6374999973922968
reservation,2,0.6500000059604645
class act,1,0.800000011920929
associates,1,0.800000011920929
etiquette,1,0.30000001192092896
tour office rep,1,0.800000011920929
feedback,8,0.27500000689178705
kind hospitality,1,0.20000000298023224
food options,6,0.4333333397905032
scene,1,0.800000011920929
culture,1,0.800000011920929
hotel assistance,1,0.6000000238418579
judy,6,0.699999988079071
saari,1,0.699999988079071
characters,1,0.10000000149011612
hotel assistant,1,0.10000000149011612
kudos,21,0.39047619735910777
parking,1,0.5
gentleman,1,0.800000011920929
spirit,3,0.5666666726271311
room experience,1,0.699999988079071
design,1,0.800000011920929
william,5,0.4
pandemic,5,0.11999999731779099
twin beds,2,0.4000000059604645
top,6,0.016666666915019352
corner twin bed executive room,1,0.6000000238418579
drain,1,-0.699999988079071
cleanup,1,-0.699999988079071
air-conditioning,2,0.050000011920928955
mold,4,-0.45000001043081284
areas,3,0.46666665375232697
herb tea sachets,1,0.30000001192092896
evening flight,1,-0.10000000149011612
customer centricity,1,0.0
course,3,0.39999999354283017
love singapore recommend,1,0.4000000059604645
meetings,2,0.5000000149011612
chinese,3,0.0
singapore slings,1,0.4000000059604645
client,1,0.4000000059604645
items,9,0.06666666352086598
refurb,1,-0.4000000059604645
bread,2,-0.050000011920928955
table,5,0.18000001162290574
toast,2,-0.4000000059604645
lifesaver,1,0.6000000238418579
door,13,2.8656079218937802e-09
cleaness,1,-0.8999999761581421
status,1,-0.8999999761581421
grime,1,-0.30000001192092896
toilet,7,0.05714285586561475
wall,5,-0.24000000804662705
joints,1,-0.30000001192092896
change management,1,-0.10000000149011612
picture,4,0.22500000335276127
bathroom furniture,1,0.0
wake-up call,1,-0.10000000149011612
taxi booking,1,-0.5
line,2,0.30000001192092896
sleep,6,0.2166666736205419
experience- oh,1,0.699999988079071
maids,1,0.800000011920929
everyday,1,0.699999988079071
jeffery goh,2,0.350000012665987
banquet service,1,0.800000011920929
conference room,1,0.5
training programme,1,0.20000000298023224
participants,2,0.05000000074505806
coffee house,1,0.699999988079071
phones,2,-0.7000000178813934
towels,11,0.20909091288393195
shelves,1,-0.800000011920929
breakfast room,2,0.15000000596046448
nothing,8,0.33750000037252903
amara tanjong pagar,3,0.3333333432674408
individuals,1,0.800000011920929
shout-out,3,0.6333333452542623
lookout,1,0.699999988079071
nadhirah,1,0.800000011920929
faiez,1,0.800000011920929
nikki,1,0.8999999761581421
routes,1,0.6000000238418579
tourist spots,1,0.4000000059604645
aircon unit,1,-0.5
average,1,0.20000000298023224
anything,10,0.42000000178813934
something,9,0.20000000463591683
proximity,1,0.20000000298023224
cocktails,3,0.26666667064030963
lounge,4,0.30000000074505806
spirits,2,0.3999999947845936
prawn fritters,1,0.699999988079071
fruit,2,0.20000000298023224
egg counter,1,0.20000000298023224
ball,1,0.20000000298023224
fact,5,0.3600000008940697
someone,9,0.1444444465968344
european,1,0.0
corner,3,0.23333333681027094
men,1,0.20000000298023224
king size bed,2,0.800000011920929
priority,2,-0.3500000052154064
toddler,3,0.16666666915019354
bidet,1,0.0
patient,4,0.7250000014901161
▪️toilet,1,-0.20000000298023224
takeaway,1,-0.10000000149011612
housekeeping staff,4,0.4750000014901161
check-out,4,0.4750000014901161
sim card,1,0.5
attentiveness,4,0.7249999940395355
oona,1,0.8999999761581421
sense,4,0.575000012293458
humor,1,0.8999999761581421
directions,3,0.30000001192092896
christmas tree,1,0.20000000298023224
teddy bear,1,0.20000000298023224
tha k,1,0.6000000238418579
requirements,1,0.10000000149011612
environment,7,0.8714285492897034
food joints,1,0.5
ways,4,0.4000000059604645
attractions,1,0.6000000238418579
everyone,9,0.5888888835906982
meal,7,0.5857142827340535
bacon,1,0.8999999761581421
receptionists,2,0.7999999821186066
best,17,0.6235294074696653
samosa,1,0.30000001192092896
dumplings,2,0.5499999895691872
spring rolls,1,0.20000000298023224
noodles,3,0.46666666368643445
choices,7,0.5857142837984222
hawker centers,2,0.15000000596046448
block,3,0.5333333313465118
tanjan pagar mrt,1,0.5
tanjan pagar,1,0.0
walls,4,-0.5750000029802322
cleaning,2,-0.4999999888241291
bed sheets,1,-0.8999999761581421
construction,1,-0.8999999761581421
queues,2,0.30000000447034836
room design,1,0.0
connection,2,0.0
slip mat,1,-0.10000000149011612
shower area,2,-0.05000000074505806
fianceé,1,0.6000000238418579
club lounge,10,0.020000000298023225
celebration,1,0.800000011920929
disappointment,5,-0.0799999937415123
covid,13,0.26923077324262035
toothpaste,1,0.0
toothbrush,1,0.0
hair,4,-0.15000000223517418
selection,5,0.19999999701976776
star hotel quality,1,-0.20000000298023224
photos,3,0.06666667014360428
mirrors,2,0.15000000596046448
qantas,1,0.10000000149011612
pre pandemic,1,0.0
cabs,1,0.800000011920929
loads,1,0.800000011920929
nearmrt,1,0.800000011920929
district,2,0.5
don don donki,1,0.5
peranakan,1,0.0
the blue ginger,1,0.10000000149011612
collection,3,0.20000000298023224
